"SYLL","WP","TYPE","ORDER","TARGET","PRESENT"
"IL",1,0,1,"DUNA",0
"SA",2,0,1,"DUNA",0
"LE",3,0,1,"DUNA",0
"È",4,0,1,"DUNA",0
"FI",5,0,1,"DUNA",0
"NO",6,0,1,"DUNA",0
"LA",1,0,2,"DUNA",0
"SA",2,0,2,"DUNA",0
"LA",3,0,2,"DUNA",0
"È",4,0,2,"DUNA",0
"VUO",5,0,2,"DUNA",0
"TA",6,0,2,"DUNA",0
"LA",1,0,3,"DUNA",0
"SAL",2,0,3,"DUNA",0
"VIA",3,0,3,"DUNA",0
"È",4,0,3,"DUNA",0
"BUO",5,0,3,"DUNA",0
NA,6,0,3,"DUNA",0
"IL",1,0,4,"DUNA",0
"SAL",2,0,4,"DUNA",0
"TO",3,0,4,"DUNA",0
"È",4,0,4,"DUNA",0
"LUN",5,0,4,"DUNA",0
"GO",6,0,4,"DUNA",0
"LO",1,0,5,"DUNA",0
"SCHE",2,0,5,"DUNA",0
"MA",3,0,5,"DUNA",0
"È",4,0,5,"DUNA",0
"SAL",5,0,5,"DUNA",0
"DO",6,0,5,"DUNA",0
"LA",1,0,6,"DUNA",0
"SCE",2,0,6,"DUNA",0
NA,3,0,6,"DUNA",0
"È",4,0,6,"DUNA",0
"LUN",5,0,6,"DUNA",0
"GA",6,0,6,"DUNA",0
"LA",1,0,7,"DUNA",0
"SCIEN",2,0,7,"DUNA",0
"ZA",3,0,7,"DUNA",0
"È",4,0,7,"DUNA",0
"CER",5,0,7,"DUNA",0
"TA",6,0,7,"DUNA",0
"LO",1,0,8,"DUNA",0
"SCO",2,0,8,"DUNA",0
"GLIO",3,0,8,"DUNA",0
"È",4,0,8,"DUNA",0
"DU",5,0,8,"DUNA",0
"RO",6,0,8,"DUNA",0
"IL",1,0,9,"DUNA",0
"SE",2,0,9,"DUNA",0
"GNO",3,0,9,"DUNA",0
"È",4,0,9,"DUNA",0
"CHIA",5,0,9,"DUNA",0
"RO",6,0,9,"DUNA",0
"LA",1,0,10,"DUNA",0
"SE",2,0,10,"DUNA",0
"DIA",3,0,10,"DUNA",0
"È",4,0,10,"DUNA",0
"NUO",5,0,10,"DUNA",0
"VA",6,0,10,"DUNA",0
"IL",1,0,11,"DUNA",0
"BIM",2,0,11,"DUNA",0
"BO",3,0,11,"DUNA",0
"È",4,0,11,"DUNA",0
"SNEL",5,0,11,"DUNA",0
"LO",6,0,11,"DUNA",0
"LA",1,0,12,"DUNA",0
"SO",2,0,12,"DUNA",0
"IA",3,0,12,"DUNA",0
"È",4,0,12,"DUNA",0
"SCU",5,0,12,"DUNA",0
"RA",6,0,12,"DUNA",0
