"SYLL","WP","TYPE","ORDER","TARGET","PRESENT"
"IL",1,1,1,"CONTI",0
"VEN",2,1,1,"CONTI",0
"TO",3,1,1,"CONTI",0
"È",4,1,1,"CONTI",0
"FOR",5,1,1,"CONTI",0
"TE",6,1,1,"CONTI",0
"FA",1,6,2,"CONTI",0
"CE",2,6,2,"CONTI",0
"VA",3,6,2,"CONTI",0
"DE",4,6,2,"CONTI",0
"BI",5,6,2,"CONTI",0
"TI",6,6,2,"CONTI",0
"IO",1,11,3,"CONTI",0
"GLI",2,11,3,"CONTI",0
"DO",3,11,3,"CONTI",0
"UN",4,11,3,"CONTI",0
"CAF",5,11,3,"CONTI",0
"FÈ",6,11,3,"CONTI",0
"VIN",1,4,4,"CONTI",0
"CE",2,4,4,"CONTI",0
"RÒ",3,4,4,"CONTI",0
"LA",4,4,4,"CONTI",0
"GA",5,4,4,"CONTI",0
"RA",6,4,4,"CONTI",0
"CIÒ",1,13,5,"CONTI",0
"SEM",2,13,5,"CONTI",0
"PRE",3,13,5,"CONTI",0
"AC",4,13,5,"CONTI",0
"CA",5,13,5,"CONTI",0
"DE",6,13,5,"CONTI",0
"A",1,5,6,"CONTI",0
"GNE",2,5,6,"CONTI",0
"SE",3,5,6,"CONTI",0
"LA",4,5,6,"CONTI",0
"BE",5,5,6,"CONTI",0
"VE",6,5,6,"CONTI",0
"TI",1,28,7,"CONTI",0
"SCRI",2,28,7,"CONTI",0
"VO",3,28,7,"CONTI",0
"STA",4,28,7,"CONTI",0
"SE",5,28,7,"CONTI",0
"RA",6,28,7,"CONTI",0
"DA",1,12,8,"CONTI",0
"MAR",2,12,8,"CONTI",0
"ZO",3,12,8,"CONTI",0
"SI",4,12,8,"CONTI",0
"STU",5,12,8,"CONTI",0
"DIA",6,12,8,"CONTI",0
"SE",1,22,9,"CONTI",0
"TI",2,22,9,"CONTI",0
"VA",3,22,9,"CONTI",0
"LO",4,22,9,"CONTI",0
"FAI",5,22,9,"CONTI",0
"TU",6,22,9,"CONTI",0
"GIO",1,24,10,"CONTI",0
"CA",2,24,10,"CONTI",0
"VA",3,24,10,"CONTI",0
"COL",4,24,10,"CONTI",0
"DI",5,24,10,"CONTI",0
"DÒ",6,24,10,"CONTI",0
"LA",1,29,11,"CONTI",0
"RUS",2,29,11,"CONTI",0
"SIA",3,29,11,"CONTI",0
"AT",4,29,11,"CONTI",0
"TAC",5,29,11,"CONTI",0
"CA",6,29,11,"CONTI",0
"NON",1,18,12,"CONTI",0
"VA",2,18,12,"CONTI",0
"LÀ",3,18,12,"CONTI",0
"CON",4,18,12,"CONTI",0
"I",5,18,12,"CONTI",0
"SUOI",6,18,12,"CONTI",0
