"SYLL","WP","TYPE","ORDER","TARGET","PRESENT"
"LA",1,0,1,"SODIO",0
"PE",2,0,1,"SODIO",0
NA,3,0,1,"SODIO",0
"È",4,0,1,"SODIO",0
"GRA",5,0,1,"SODIO",0
"VE",6,0,1,"SODIO",0
"IL",1,0,2,"SODIO",0
"CER",2,0,2,"SODIO",0
"VO",3,0,2,"SODIO",0
"È",4,0,2,"SODIO",0
"LE",5,0,2,"SODIO",0
"STO",6,0,2,"SODIO",0
"IL",1,0,3,"SODIO",0
"PIE",2,0,3,"SODIO",0
"DE",3,0,3,"SODIO",0
"È",4,0,3,"SODIO",0
"STOR",5,0,3,"SODIO",0
"TO",6,0,3,"SODIO",0
"IL",1,0,4,"SODIO",0
"POL",2,0,4,"SODIO",0
"SO",3,0,4,"SODIO",0
"È",4,0,4,"SODIO",0
"COR",5,0,4,"SODIO",0
"TO",6,0,4,"SODIO",0
"LA",1,0,5,"SODIO",0
"PO",2,0,5,"SODIO",0
"SA",3,0,5,"SODIO",0
"È",4,0,5,"SODIO",0
"BEL",5,0,5,"SODIO",0
"LA",6,0,5,"SODIO",0
"IL",1,0,6,"SODIO",0
"PO",2,0,6,"SODIO",0
"STO",3,0,6,"SODIO",0
"È",4,0,6,"SODIO",0
"PRE",5,0,6,"SODIO",0
"SO",6,0,6,"SODIO",0
"IL",1,0,7,"SODIO",0
"PRAN",2,0,7,"SODIO",0
"ZO",3,0,7,"SODIO",0
"È",4,0,7,"SODIO",0
"PRON",5,0,7,"SODIO",0
"TO",6,0,7,"SODIO",0
"IL",1,0,8,"SODIO",0
"PU",2,0,8,"SODIO",0
"GNO",3,0,8,"SODIO",0
"È",4,0,8,"SODIO",0
"CHIU",5,0,8,"SODIO",0
"SO",6,0,8,"SODIO",0
"LA",1,0,9,"SODIO",0
"RA",2,0,9,"SODIO",0
"DIO",3,0,9,"SODIO",0
"È",4,0,9,"SODIO",0
"SPEN",5,0,9,"SODIO",0
"TA",6,0,9,"SODIO",0
"IL",1,0,10,"SODIO",0
"RAG",2,0,10,"SODIO",0
"GIO",3,0,10,"SODIO",0
"È",4,0,10,"SODIO",0
"COR",5,0,10,"SODIO",0
"TO",6,0,10,"SODIO",0
"LA",1,0,11,"SODIO",0
"RA",2,0,11,"SODIO",0
"PA",3,0,11,"SODIO",0
"È",4,0,11,"SODIO",0
"ROS",5,0,11,"SODIO",0
"SA",6,0,11,"SODIO",0
"LA",1,0,12,"SODIO",0
"RA",2,0,12,"SODIO",0
"TA",3,0,12,"SODIO",0
"È",4,0,12,"SODIO",0
"FIS",5,0,12,"SODIO",0
"SA",6,0,12,"SODIO",0
