"SYLL","WP","TYPE","ORDER","TARGET","PRESENT"
"IL",1,0,1,"FRESCA",1
"SU",2,0,1,"FRESCA",1
"GO",3,0,1,"FRESCA",1
"È",4,0,1,"FRESCA",1
"PRON",5,0,1,"FRESCA",1
"TO",6,0,1,"FRESCA",1
"LA",1,0,2,"FRESCA",1
"CAR",2,0,2,"FRESCA",1
"NE",3,0,2,"FRESCA",1
"È",4,0,2,"FRESCA",1
"FRE",5,0,2,"FRESCA",1
"SCA",6,0,2,"FRESCA",1
"LA",1,0,3,"FRESCA",1
"MA",2,0,3,"FRESCA",1
"GLIA",3,0,3,"FRESCA",1
"È",4,0,3,"FRESCA",1
"LI",5,0,3,"FRESCA",1
"SA",6,0,3,"FRESCA",1
"LO",1,0,4,"FRESCA",1
"STA",2,0,4,"FRESCA",1
"DIO",3,0,4,"FRESCA",1
"È",4,0,4,"FRESCA",1
"PIE",5,0,4,"FRESCA",1
"NO",6,0,4,"FRESCA",1
"IL",1,0,5,"FRESCA",1
"TEM",2,0,5,"FRESCA",1
"PO",3,0,5,"FRESCA",1
"È",4,0,5,"FRESCA",1
"BEL",5,0,5,"FRESCA",1
"LO",6,0,5,"FRESCA",1
"LA",1,0,6,"FRESCA",1
"LA",2,0,6,"FRESCA",1
NA,3,0,6,"FRESCA",1
"È",4,0,6,"FRESCA",1
"GRI",5,0,6,"FRESCA",1
"GIA",6,0,6,"FRESCA",1
"IL",1,0,7,"FRESCA",1
"FUO",2,0,7,"FRESCA",1
"CO",3,0,7,"FRESCA",1
"È",4,0,7,"FRESCA",1
"GIAL",5,0,7,"FRESCA",1
"LO",6,0,7,"FRESCA",1
"IL",1,0,8,"FRESCA",1
"CON",2,0,8,"FRESCA",1
"TO",3,0,8,"FRESCA",1
"È",4,0,8,"FRESCA",1
"CA",5,0,8,"FRESCA",1
"RO",6,0,8,"FRESCA",1
"LA",1,0,9,"FRESCA",1
"PA",2,0,9,"FRESCA",1
"GA",3,0,9,"FRESCA",1
"È",4,0,9,"FRESCA",1
"PO",5,0,9,"FRESCA",1
"CA",6,0,9,"FRESCA",1
"IL",1,0,10,"FRESCA",1
"CA",2,0,10,"FRESCA",1
"MION",3,0,10,"FRESCA",1
"È",4,0,10,"FRESCA",1
"BIAN",5,0,10,"FRESCA",1
"CO",6,0,10,"FRESCA",1
"IL",1,0,11,"FRESCA",1
"TO",2,0,11,"FRESCA",1
"RO",3,0,11,"FRESCA",1
"È",4,0,11,"FRESCA",1
"FOR",5,0,11,"FRESCA",1
"TE",6,0,11,"FRESCA",1
"LA",1,0,12,"FRESCA",1
"MUC",2,0,12,"FRESCA",1
"CA",3,0,12,"FRESCA",1
"È",4,0,12,"FRESCA",1
"NE",5,0,12,"FRESCA",1
"RA",6,0,12,"FRESCA",1
