"SYLL","WP","TYPE","ORDER","TARGET","PRESENT"
"CO",1,14,1,"VOGLIO",1
"LO",2,14,1,"VOGLIO",1
"RA",3,14,1,"VOGLIO",1
"MAR",4,14,1,"VOGLIO",1
"TI",5,14,1,"VOGLIO",1
"NO",6,14,1,"VOGLIO",1
"LE",1,20,2,"VOGLIO",1
"DO",2,20,2,"VOGLIO",1
"IO",3,20,2,"VOGLIO",1
"SE",4,20,2,"VOGLIO",1
"TI",5,20,2,"VOGLIO",1
"VA",6,20,2,"VOGLIO",1
"NON",1,13,3,"VOGLIO",1
"E",2,13,3,"VOGLIO",1
"RI",3,13,3,"VOGLIO",1
"AL",4,13,3,"VOGLIO",1
"LE",5,13,3,"VOGLIO",1
"GRO",6,13,3,"VOGLIO",1
"PRE",1,24,4,"VOGLIO",1
"PA",2,24,4,"VOGLIO",1
"RA",3,24,4,"VOGLIO",1
"UN",4,24,4,"VOGLIO",1
"CAF",5,24,4,"VOGLIO",1
"FÈ",6,24,4,"VOGLIO",1
"LA",1,9,5,"VOGLIO",1
"BAN",2,9,5,"VOGLIO",1
"DA",3,9,5,"VOGLIO",1
"SE",4,9,5,"VOGLIO",1
"NE",5,9,5,"VOGLIO",1
"VA",6,9,5,"VOGLIO",1
"SCRI",1,27,6,"VOGLIO",1
"VIA",2,27,6,"VOGLIO",1
"MO",3,27,6,"VOGLIO",1
"IN",4,27,6,"VOGLIO",1
"FI",5,27,6,"VOGLIO",1
"NE",6,27,6,"VOGLIO",1
"LO",1,2,7,"VOGLIO",1
"VO",2,2,7,"VOGLIO",1
"GLIO",3,2,7,"VOGLIO",1
"IN",4,2,7,"VOGLIO",1
"TE",5,2,7,"VOGLIO",1
"RO",6,2,7,"VOGLIO",1
"A",1,12,8,"VOGLIO",1
"GIU",2,12,8,"VOGLIO",1
"GNO",3,12,8,"VOGLIO",1
"SI",4,12,8,"VOGLIO",1
"PAR",5,12,8,"VOGLIO",1
"TE",6,12,8,"VOGLIO",1
"MI",1,7,9,"VOGLIO",1
"NAC",2,7,9,"VOGLIO",1
"CIA",3,7,9,"VOGLIO",1
"LA",4,7,9,"VOGLIO",1
"FRAN",5,7,9,"VOGLIO",1
"CIA",6,7,9,"VOGLIO",1
"QUES",1,21,10,"VOGLIO",1
"TA",2,21,10,"VOGLIO",1
"QUI",3,21,10,"VOGLIO",1
"PA",4,21,10,"VOGLIO",1
"GA",5,21,10,"VOGLIO",1
"NOI",6,21,10,"VOGLIO",1
"STE",1,5,11,"VOGLIO",1
"FA",2,5,11,"VOGLIO",1
"NIA",3,5,11,"VOGLIO",1
"LE",4,5,11,"VOGLIO",1
"COM",5,5,11,"VOGLIO",1
"PRA",6,5,11,"VOGLIO",1
"SE",1,30,12,"VOGLIO",1
"NE",2,30,12,"VOGLIO",1
"VA",3,30,12,"VOGLIO",1
"IL",4,30,12,"VOGLIO",1
"CIR",5,30,12,"VOGLIO",1
"CO",6,30,12,"VOGLIO",1
