"SYLL","WP","TYPE","ORDER","TARGET","PRESENT"
"BUO",1,0,1,"LUNGA",0
"LA",2,0,1,"LUNGA",0
"SO",3,0,1,"LUNGA",0
"SNEL",4,0,1,"LUNGA",0
"È",5,0,1,"LUNGA",0
"LUN",6,0,1,"LUNGA",0
"SAL",1,0,2,"LUNGA",0
"LA",2,0,2,"LUNGA",0
"GA",3,0,2,"LUNGA",0
"MA",4,0,2,"LUNGA",0
"BIM",5,0,2,"LUNGA",0
"È",6,0,2,"LUNGA",0
"TA",1,0,3,"LUNGA",0
"SE",2,0,3,"LUNGA",0
"SCIEN",3,0,3,"LUNGA",0
"IL",4,0,3,"LUNGA",0
"È",5,0,3,"LUNGA",0
"SCHE",6,0,3,"LUNGA",0
"RA",1,0,4,"LUNGA",0
"NUO",2,0,4,"LUNGA",0
"DIA",3,0,4,"LUNGA",0
"DO",4,0,4,"LUNGA",0
"GLIO",5,0,4,"LUNGA",0
"ZA",6,0,4,"LUNGA",0
"GNO",1,0,5,"LUNGA",0
"DU",2,0,5,"LUNGA",0
"VUO",3,0,5,"LUNGA",0
"LA",4,0,5,"LUNGA",0
"SAL",5,0,5,"LUNGA",0
"È",6,0,5,"LUNGA",0
"GO",1,0,6,"LUNGA",0
"SCO",2,0,6,"LUNGA",0
"È",3,0,6,"LUNGA",0
"LO",4,0,6,"LUNGA",0
"RO",5,0,6,"LUNGA",0
"LA",6,0,6,"LUNGA",0
"È",1,0,7,"LUNGA",0
"VIA",2,0,7,"LUNGA",0
"NO",3,0,7,"LUNGA",0
"VA",4,0,7,"LUNGA",0
"CER",5,0,7,"LUNGA",0
"CHIA",6,0,7,"LUNGA",0
"È",1,0,8,"LUNGA",0
"SE",2,0,8,"LUNGA",0
"LE",3,0,8,"LUNGA",0
"SA",4,0,8,"LUNGA",0
"TA",5,0,8,"LUNGA",0
"LUN",6,0,8,"LUNGA",0
"È",1,0,9,"LUNGA",0
"LA",2,0,9,"LUNGA",0
"TO",3,0,9,"LUNGA",0
"IL",4,0,9,"LUNGA",0
"SA",5,0,9,"LUNGA",0
"LA",6,0,9,"LUNGA",0
"È",1,0,10,"LUNGA",0
"IL",2,0,10,"LUNGA",0
NA,3,0,10,"LUNGA",0
"LA",4,0,10,"LUNGA",0
"LO",5,0,10,"LUNGA",0
"È",6,0,10,"LUNGA",0
"LO",1,0,11,"LUNGA",0
"FI",2,0,11,"LUNGA",0
NA,3,0,11,"LUNGA",0
"IL",4,0,11,"LUNGA",0
"SAL",5,0,11,"LUNGA",0
"RO",6,0,11,"LUNGA",0
"È",1,0,12,"LUNGA",0
"SCU",2,0,12,"LUNGA",0
"IA",3,0,12,"LUNGA",0
"È",4,0,12,"LUNGA",0
"BO",5,0,12,"LUNGA",0
"SCE",6,0,12,"LUNGA",0
