"SYLL","WP","TYPE","ORDER","TARGET","PRESENT"
"LO",1,20,1,"SALTA",0
"FAI",2,20,1,"SALTA",0
"TU",3,20,1,"SALTA",0
"SE",4,20,1,"SALTA",0
"TI",5,20,1,"SALTA",0
"VA",6,20,1,"SALTA",0
"BUT",1,4,2,"SALTA",0
"TA",2,4,2,"SALTA",0
"VO",3,4,2,"SALTA",0
"I",4,4,2,"SALTA",0
"RES",5,4,2,"SALTA",0
"TI",6,4,2,"SALTA",0
"MAN",1,6,3,"SALTA",0
"GIA",2,6,3,"SALTA",0
"VO",3,6,3,"SALTA",0
"SAL",4,6,3,"SALTA",0
"SIC",5,6,3,"SALTA",0
"CE",6,6,3,"SALTA",0
"TU",1,8,4,"SALTA",0
"LO",2,8,4,"SALTA",0
"SAI",3,8,4,"SALTA",0
"CHE",4,8,4,"SALTA",0
"MI",5,8,4,"SALTA",0
"VA",6,8,4,"SALTA",0
"SI",1,10,5,"SALTA",0
"NUO",2,10,5,"SALTA",0
"TA",3,10,5,"SALTA",0
"A",4,10,5,"SALTA",0
"LU",5,10,5,"SALTA",0
"GLIO",6,10,5,"SALTA",0
"GIO",1,16,6,"SALTA",0
"VAN",2,16,6,"SALTA",0
NA,3,16,6,"SALTA",0
"SBA",4,16,6,"SALTA",0
"DI",5,16,6,"SALTA",0
"GLIA",6,16,6,"SALTA",0
"NON",1,18,7,"SALTA",0
"VAI",2,18,7,"SALTA",0
"LÌ",3,18,7,"SALTA",0
"CON",4,18,7,"SALTA",0
"I",5,18,7,"SALTA",0
"MIEI",6,18,7,"SALTA",0
"MA",1,5,8,"SALTA",0
"RI",2,5,8,"SALTA",0
"NO",3,5,8,"SALTA",0
"LI",4,5,8,"SALTA",0
"PREN",5,5,8,"SALTA",0
"DE",6,5,8,"SALTA",0
"LA",1,2,9,"SALTA",0
"CA",2,2,9,"SALTA",0
"SA",3,2,9,"SALTA",0
"CROL",4,2,9,"SALTA",0
"LA",5,2,9,"SALTA",0
"VA",6,2,9,"SALTA",0
"SCRI",1,23,10,"SALTA",0
"VI",2,23,10,"SALTA",0
"TU",3,23,10,"SALTA",0
"IL",4,23,10,"SALTA",0
"LI",5,23,10,"SALTA",0
"BRO",6,23,10,"SALTA",0
"PAR",1,27,11,"SALTA",0
"TIA",2,27,11,"SALTA",0
"MO",3,27,11,"SALTA",0
"DO",4,27,11,"SALTA",0
"MA",5,27,11,"SALTA",0
"NI",6,27,11,"SALTA",0
"COM",1,25,12,"SALTA",0
"PI",2,25,12,"SALTA",0
"LA",3,25,12,"SALTA",0
"LE",4,25,12,"SALTA",0
"CAR",5,25,12,"SALTA",0
"TE",6,25,12,"SALTA",0
