"SYLL","WP","TYPE","ORDER","TARGET","PRESENT"
"È",1,0,1,"GRIGIA",1
"MUC",2,0,1,"GRIGIA",1
"LO",3,0,1,"GRIGIA",1
"PIE",4,0,1,"GRIGIA",1
"FRE",5,0,1,"GRIGIA",1
"LI",6,0,1,"GRIGIA",1
"LA",1,0,2,"GRIGIA",1
"È",2,0,2,"GRIGIA",1
"GO",3,0,2,"GRIGIA",1
"LO",4,0,2,"GRIGIA",1
"LA",5,0,2,"GRIGIA",1
"GLIA",6,0,2,"GRIGIA",1
"FOR",1,0,3,"GRIGIA",1
"PRON",2,0,3,"GRIGIA",1
"È",3,0,3,"GRIGIA",1
"DIO",4,0,3,"GRIGIA",1
"PA",5,0,3,"GRIGIA",1
"È",6,0,3,"GRIGIA",1
"RA",1,0,4,"GRIGIA",1
"GRI",2,0,4,"GRIGIA",1
"GIA",3,0,4,"GRIGIA",1
"TEM",4,0,4,"GRIGIA",1
"È",5,0,4,"GRIGIA",1
"TO",6,0,4,"GRIGIA",1
"BIAN",1,0,5,"GRIGIA",1
"GIAL",2,0,5,"GRIGIA",1
"STA",3,0,5,"GRIGIA",1
"LO",4,0,5,"GRIGIA",1
"È",5,0,5,"GRIGIA",1
"CAR",6,0,5,"GRIGIA",1
"CA",1,0,6,"GRIGIA",1
"TO",2,0,6,"GRIGIA",1
"LA",3,0,6,"GRIGIA",1
"È",4,0,6,"GRIGIA",1
"CA",5,0,6,"GRIGIA",1
"PO",6,0,6,"GRIGIA",1
"CA",1,0,7,"GRIGIA",1
"BEL",2,0,7,"GRIGIA",1
"RO",3,0,7,"GRIGIA",1
"È",4,0,7,"GRIGIA",1
"FUO",5,0,7,"GRIGIA",1
"È",6,0,7,"GRIGIA",1
NA,1,0,8,"GRIGIA",1
"IL",2,0,8,"GRIGIA",1
"LA",3,0,8,"GRIGIA",1
"SCA",4,0,8,"GRIGIA",1
"PO",5,0,8,"GRIGIA",1
"NO",6,0,8,"GRIGIA",1
"NE",1,0,9,"GRIGIA",1
"CO",2,0,9,"GRIGIA",1
"SU",3,0,9,"GRIGIA",1
"IL",4,0,9,"GRIGIA",1
"GA",5,0,9,"GRIGIA",1
"IL",6,0,9,"GRIGIA",1
"È",1,0,10,"GRIGIA",1
"TE",2,0,10,"GRIGIA",1
"NE",3,0,10,"GRIGIA",1
"IL",4,0,10,"GRIGIA",1
"È",5,0,10,"GRIGIA",1
"MA",6,0,10,"GRIGIA",1
"MION",1,0,11,"GRIGIA",1
"SA",2,0,11,"GRIGIA",1
"CA",3,0,11,"GRIGIA",1
"LA",4,0,11,"GRIGIA",1
"RO",5,0,11,"GRIGIA",1
"TO",6,0,11,"GRIGIA",1
"IL",1,0,12,"GRIGIA",1
"CON",2,0,12,"GRIGIA",1
"LA",3,0,12,"GRIGIA",1
"È",4,0,12,"GRIGIA",1
"CO",5,0,12,"GRIGIA",1
"IL",6,0,12,"GRIGIA",1
