"SYLL","WP","TYPE","ORDER","TARGET","PRESENT"
"TER",1,0,1,"NUOVO",0
"DI",2,0,1,"NUOVO",0
"LE",3,0,1,"NUOVO",0
"TAC",4,0,1,"NUOVO",0
"NIA",5,0,1,"NUOVO",0
"I",6,0,1,"NUOVO",0
"SE",1,0,2,"NUOVO",0
"POS",2,0,2,"NUOVO",0
"MAN",3,0,2,"NUOVO",0
"LO",4,0,2,"NUOVO",0
"NO",5,0,2,"NUOVO",0
"IL",6,0,2,"NUOVO",0
"AT",1,0,3,"NUOVO",0
"VAI",2,0,3,"NUOVO",0
"TA",3,0,3,"NUOVO",0
"SE",4,0,3,"NUOVO",0
"CA",5,0,3,"NUOVO",0
"PAR",6,0,3,"NUOVO",0
"VA",1,0,4,"NUOVO",0
"PER",2,0,4,"NUOVO",0
"MA",3,0,4,"NUOVO",0
"DE",4,0,4,"NUOVO",0
"LO",5,0,4,"NUOVO",0
"TOR",6,0,4,"NUOVO",0
"RUS",1,0,5,"NUOVO",0
"GIO",2,0,5,"NUOVO",0
"SIA",3,0,5,"NUOVO",0
"DO",4,0,5,"NUOVO",0
"NON",5,0,5,"NUOVO",0
"E",6,0,5,"NUOVO",0
"MI",1,0,6,"NUOVO",0
"LA",2,0,6,"NUOVO",0
"NUO",3,0,6,"NUOVO",0
"IO",4,0,6,"NUOVO",0
"VEN",5,0,6,"NUOVO",0
"CON",6,0,6,"NUOVO",0
"PREN",1,0,7,"NUOVO",0
"RA",2,0,7,"NUOVO",0
"VO",3,0,7,"NUOVO",0
"NON",4,0,7,"NUOVO",0
"TO",5,0,7,"NUOVO",0
"LI",6,0,7,"NUOVO",0
"UN",1,0,8,"NUOVO",0
"TUOI",2,0,8,"NUOVO",0
"MO",3,0,8,"NUOVO",0
"A",4,0,8,"NUOVO",0
"RA",5,0,8,"NUOVO",0
"CO",6,0,8,"NUOVO",0
"DAI",1,0,9,"NUOVO",0
"ME",2,0,9,"NUOVO",0
"SO",3,0,9,"NUOVO",0
"QUEL",4,0,9,"NUOVO",0
"RI",5,0,9,"NUOVO",0
"NI",6,0,9,"NUOVO",0
"PE",1,0,10,"NUOVO",0
"TU",2,0,10,"NUOVO",0
"SUO",3,0,10,"NUOVO",0
"MA",4,0,10,"NUOVO",0
"CIR",5,0,10,"NUOVO",0
"LÌ",6,0,10,"NUOVO",0
"VO",1,0,11,"NUOVO",0
"STA",2,0,11,"NUOVO",0
"NE",3,0,11,"NUOVO",0
"LA",4,0,11,"NUOVO",0
"TE",5,0,11,"NUOVO",0
"BO",6,0,11,"NUOVO",0
"MA",1,0,12,"NUOVO",0
"ROM",2,0,12,"NUOVO",0
"SU",3,0,12,"NUOVO",0
"LÌ",4,0,12,"NUOVO",0
"IO",5,0,12,"NUOVO",0
"LA",6,0,12,"NUOVO",0
