"SYLL","WP","TYPE","ORDER","TARGET","PRESENT"
"IL",1,0,1,"ROTTA",1
"SO",2,0,1,"ROTTA",1
"FÀ",3,0,1,"ROTTA",1
"È",4,0,1,"ROTTA",1
"ROT",5,0,1,"ROTTA",1
"TO",6,0,1,"ROTTA",1
"LO",1,0,2,"ROTTA",1
"STI",2,0,2,"ROTTA",1
"LE",3,0,2,"ROTTA",1
"È",4,0,2,"ROTTA",1
"SO",5,0,2,"ROTTA",1
"BRIO",6,0,2,"ROTTA",1
"IL",1,0,3,"ROTTA",1
"TET",2,0,3,"ROTTA",1
"TO",3,0,3,"ROTTA",1
"È",4,0,3,"ROTTA",1
"SO",5,0,3,"ROTTA",1
"PRA",6,0,3,"ROTTA",1
"LA",1,0,4,"ROTTA",1
"STAN",2,0,4,"ROTTA",1
"ZA",3,0,4,"ROTTA",1
"È",4,0,4,"ROTTA",1
"SOT",5,0,4,"ROTTA",1
"TO",6,0,4,"ROTTA",1
"LA",1,0,5,"ROTTA",1
"SOR",2,0,5,"ROTTA",1
"TE",3,0,5,"ROTTA",1
"È",4,0,5,"ROTTA",1
"CER",5,0,5,"ROTTA",1
"TA",6,0,5,"ROTTA",1
"IL",1,0,6,"ROTTA",1
"NON",2,0,6,"ROTTA",1
"NO",3,0,6,"ROTTA",1
"È",4,0,6,"ROTTA",1
"SOR",5,0,6,"ROTTA",1
"DO",6,0,6,"ROTTA",1
"LA",1,0,7,"ROTTA",1
"SPAL",2,0,7,"ROTTA",1
"LA",3,0,7,"ROTTA",1
"È",4,0,7,"ROTTA",1
"ROT",5,0,7,"ROTTA",1
"TA",6,0,7,"ROTTA",1
"LA",1,0,8,"ROTTA",1
"PRE",2,0,8,"ROTTA",1
"SA",3,0,8,"ROTTA",1
"È",4,0,8,"ROTTA",1
"SAL",5,0,8,"ROTTA",1
"DA",6,0,8,"ROTTA",1
"LO",1,0,9,"ROTTA",1
"SPEC",2,0,9,"ROTTA",1
"CHIO",3,0,9,"ROTTA",1
"È",4,0,9,"ROTTA",1
"LI",5,0,9,"ROTTA",1
"SCIO",6,0,9,"ROTTA",1
"IL",1,0,10,"ROTTA",1
"PIA",2,0,10,"ROTTA",1
"NO",3,0,10,"ROTTA",1
"È",4,0,10,"ROTTA",1
"PIAT",5,0,10,"ROTTA",1
"TO",6,0,10,"ROTTA",1
"IL",1,0,11,"ROTTA",1
"VE",2,0,11,"ROTTA",1
"TRO",3,0,11,"ROTTA",1
"È",4,0,11,"ROTTA",1
"SPES",5,0,11,"ROTTA",1
"SO",6,0,11,"ROTTA",1
"LA",1,0,12,"ROTTA",1
"SPI",2,0,12,"ROTTA",1
NA,3,0,12,"ROTTA",1
"È",4,0,12,"ROTTA",1
"DEN",5,0,12,"ROTTA",1
"TRO",6,0,12,"ROTTA",1
