"SYLL","WP","TYPE","ORDER","TARGET","PRESENT"
"LA",1,0,1,"LAMA",0
"GOM",2,0,1,"LAMA",0
"MA",3,0,1,"LAMA",0
"È",4,0,1,"LAMA",0
"SPOR",5,0,1,"LAMA",0
"CA",6,0,1,"LAMA",0
"IL",1,0,2,"LAMA",0
"BOM",2,0,2,"LAMA",0
"BO",3,0,2,"LAMA",0
"È",4,0,2,"LAMA",0
"GROS",5,0,2,"LAMA",0
"SO",6,0,2,"LAMA",0
"IL",1,0,3,"LAMA",0
"BAR",2,0,3,"LAMA",0
"MAN",3,0,3,"LAMA",0
"È",4,0,3,"LAMA",0
"GAN",5,0,3,"LAMA",0
"ZO",6,0,3,"LAMA",0
"IL",1,0,4,"LAMA",0
"NON",2,0,4,"LAMA",0
"NO",3,0,4,"LAMA",0
"È",4,0,4,"LAMA",0
"STAN",5,0,4,"LAMA",0
"CO",6,0,4,"LAMA",0
"IL",1,0,5,"LAMA",0
"LU",2,0,5,"LAMA",0
"PO",3,0,5,"LAMA",0
"È",4,0,5,"LAMA",0
"GRI",5,0,5,"LAMA",0
"GIO",6,0,5,"LAMA",0
"IL",1,0,6,"LAMA",0
"CLI",2,0,6,"LAMA",0
"MA",3,0,6,"LAMA",0
"È",4,0,6,"LAMA",0
"CAL",5,0,6,"LAMA",0
"DO",6,0,6,"LAMA",0
"IL",1,0,7,"LAMA",0
"PON",2,0,7,"LAMA",0
"TE",3,0,7,"LAMA",0
"È",4,0,7,"LAMA",0
"BAS",5,0,7,"LAMA",0
"SO",6,0,7,"LAMA",0
"LA",1,0,8,"LAMA",0
"VE",2,0,8,"LAMA",0
NA,3,0,8,"LAMA",0
"È",4,0,8,"LAMA",0
"GON",5,0,8,"LAMA",0
"FIA",6,0,8,"LAMA",0
"LO",1,0,9,"LAMA",0
"STE",2,0,9,"LAMA",0
"LO",3,0,9,"LAMA",0
"È",4,0,9,"LAMA",0
"DRIT",5,0,9,"LAMA",0
"TO",6,0,9,"LAMA",0
"IL",1,0,10,"LAMA",0
"FOR",2,0,10,"LAMA",0
"NO",3,0,10,"LAMA",0
"È",4,0,10,"LAMA",0
"VUO",5,0,10,"LAMA",0
"TO",6,0,10,"LAMA",0
"LA",1,0,11,"LAMA",0
"RO",2,0,11,"LAMA",0
"SA",3,0,11,"LAMA",0
"È",4,0,11,"LAMA",0
"ROS",5,0,11,"LAMA",0
"SA",6,0,11,"LAMA",0
"IL",1,0,12,"LAMA",0
"VI",2,0,12,"LAMA",0
"NO",3,0,12,"LAMA",0
"È",4,0,12,"LAMA",0
"BUO",5,0,12,"LAMA",0
"NO",6,0,12,"LAMA",0
