"SYLL","WP","TYPE","ORDER","TARGET","PRESENT"
"BLOC",1,0,1,"STORTO",1
"SE",2,0,1,"STORTO",1
"CO",3,0,1,"STORTO",1
"GI",4,0,1,"STORTO",1
"SCRI",5,0,1,"STORTO",1
"LE",6,0,1,"STORTO",1
"QUI",1,0,2,"STORTO",1
"GLIE",2,0,2,"STORTO",1
"CHE",3,0,2,"STORTO",1
"BIO",4,0,2,"STORTO",1
"CON",5,0,2,"STORTO",1
"IL",6,0,2,"STORTO",1
"NON",1,0,3,"STORTO",1
"MO",2,0,3,"STORTO",1
"VA",3,0,3,"STORTO",1
"DIA",4,0,3,"STORTO",1
"VIA",5,0,3,"STORTO",1
"VE",6,0,3,"STORTO",1
"NOI",1,0,4,"STORTO",1
"LO",2,0,4,"STORTO",1
"TE",3,0,4,"STORTO",1
"IL",4,0,4,"STORTO",1
"MA",5,0,4,"STORTO",1
"MAG",6,0,4,"STORTO",1
"FU",1,0,5,"STORTO",1
"ZIA",2,0,5,"STORTO",1
"VA",3,0,5,"STORTO",1
"DRÀ",4,0,5,"STORTO",1
"LA",5,0,5,"STORTO",1
"AG",6,0,5,"STORTO",1
"TI",1,0,6,"STORTO",1
"LEI",2,0,6,"STORTO",1
"DE",3,0,6,"STORTO",1
"SCE",4,0,6,"STORTO",1
"STOR",5,0,6,"STORTO",1
"TO",6,0,6,"STORTO",1
"MIEI",1,0,7,"STORTO",1
"SDRA",2,0,7,"STORTO",1
"QUES",3,0,7,"STORTO",1
"VA",4,0,7,"STORTO",1
"RA",5,0,7,"STORTO",1
"LA",6,0,7,"STORTO",1
"LEI",1,0,8,"STORTO",1
"MO",2,0,8,"STORTO",1
"STA",3,0,8,"STORTO",1
"LO",4,0,8,"STORTO",1
"I",5,0,8,"STORTO",1
"CAM",6,0,8,"STORTO",1
"A",1,0,9,"STORTO",1
"PA",2,0,9,"STORTO",1
"NOT",3,0,9,"STORTO",1
"NE",4,0,9,"STORTO",1
"QUI",5,0,9,"STORTO",1
"IN",6,0,9,"STORTO",1
"NE",1,0,10,"STORTO",1
"IO",2,0,10,"STORTO",1
"IN",3,0,10,"STORTO",1
"SI",4,0,10,"STORTO",1
"SCO",5,0,10,"STORTO",1
"GIO",6,0,10,"STORTO",1
"PI",1,0,11,"STORTO",1
"MI",2,0,11,"STORTO",1
"VA",3,0,11,"STORTO",1
"MO",4,0,11,"STORTO",1
"VA",5,0,11,"STORTO",1
"LA",6,0,11,"STORTO",1
"MI",1,0,12,"STORTO",1
"MAN",2,0,12,"STORTO",1
"SE",3,0,12,"STORTO",1
"FA",4,0,12,"STORTO",1
"FI",5,0,12,"STORTO",1
"GIA",6,0,12,"STORTO",1
