"SYLL","WP","TYPE","ORDER","TARGET","PRESENT"
"LUI",1,0,1,"VELA",0
"PUZ",2,0,1,"VELA",0
"SUOI",3,0,1,"VELA",0
"VE",4,0,1,"VELA",0
"VUOI",5,0,1,"VELA",0
"LO",6,0,1,"VELA",0
"CE",1,0,2,"VELA",0
"LA",2,0,2,"VELA",0
"QUIS",3,0,2,"VELA",0
"PE",4,0,2,"VELA",0
"IL",5,0,2,"VELA",0
"TO",6,0,2,"VELA",0
"LÀ",1,0,3,"VELA",0
"COM",2,0,3,"VELA",0
"IO",3,0,3,"VELA",0
"MI",4,0,3,"VELA",0
"TA",5,0,3,"VELA",0
"SE",6,0,3,"VELA",0
"FA",1,0,4,"VELA",0
"LA",2,0,4,"VELA",0
"UN",3,0,4,"VELA",0
"VA",4,0,4,"VELA",0
"CON",5,0,4,"VELA",0
"VO",6,0,4,"VELA",0
"SI",1,0,5,"VELA",0
"PA",2,0,5,"VELA",0
"LA",3,0,5,"VELA",0
"PRA",4,0,5,"VELA",0
"RE",5,0,5,"VELA",0
"ZLE",6,0,5,"VELA",0
"TE",1,0,6,"VELA",0
"DO",2,0,6,"VELA",0
"CHE",3,0,6,"VELA",0
"STA",4,0,6,"VELA",0
"NE",5,0,6,"VELA",0
"TI",6,0,6,"VELA",0
"LUI",1,0,7,"VELA",0
"GNA",2,0,7,"VELA",0
"VO",3,0,7,"VELA",0
"PO",4,0,7,"VELA",0
"COR",5,0,7,"VELA",0
"IL",6,0,7,"VELA",0
"SA",1,0,8,"VELA",0
"TI",2,0,8,"VELA",0
"NIA",3,0,8,"VELA",0
"CON",4,0,8,"VELA",0
NA,5,0,8,"VELA",0
"LE",6,0,8,"VELA",0
"SPA",1,0,9,"VELA",0
"TA",2,0,9,"VELA",0
"FA",3,0,9,"VELA",0
"SE",4,0,9,"VELA",0
"VA",5,0,9,"VELA",0
"LE",6,0,9,"VELA",0
"DIA",1,0,10,"VELA",0
"ZO",2,0,10,"VELA",0
"NON",3,0,10,"VELA",0
"I",4,0,10,"VELA",0
"LI",5,0,10,"VELA",0
"TRAT",6,0,10,"VELA",0
"SCRI",1,0,11,"VELA",0
"CA",2,0,11,"VELA",0
"SER",3,0,11,"VELA",0
"PER",4,0,11,"VELA",0
"STU",5,0,11,"VELA",0
"LEI",6,0,11,"VELA",0
"SE",1,0,12,"VELA",0
"MAR",2,0,12,"VELA",0
"STE",3,0,12,"VELA",0
"VA",4,0,12,"VELA",0
"DA",5,0,12,"VELA",0
"RA",6,0,12,"VELA",0
