"SYLL","WP","TYPE","ORDER","TARGET","PRESENT"
"DI",1,0,1,"SALA",0
"LI",2,0,1,"SALA",0
"TIA",3,0,1,"SALA",0
"DE",4,0,1,"SALA",0
"QUEL",5,0,1,"SALA",0
NA,6,0,1,"SALA",0
"RIS",1,0,2,"SALA",0
"SPE",2,0,2,"SALA",0
"RUM",3,0,2,"SALA",0
"LO",4,0,2,"SALA",0
"FO",5,0,2,"SALA",0
"SA",6,0,2,"SALA",0
"TE",1,0,3,"SALA",0
"LU",2,0,3,"SALA",0
"SI",3,0,3,"SALA",0
"MO",4,0,3,"SALA",0
"NOT",5,0,3,"SALA",0
"STOR",6,0,3,"SALA",0
"VA",1,0,4,"SALA",0
"MO",2,0,4,"SALA",0
"TE",3,0,4,"SALA",0
"RI",4,0,4,"SALA",0
"LA",5,0,4,"SALA",0
"SE",6,0,4,"SALA",0
"LA",1,0,5,"SALA",0
"TE",2,0,5,"SALA",0
"PAR",3,0,5,"SALA",0
"VA",4,0,5,"SALA",0
"TI",5,0,5,"SALA",0
"SE",6,0,5,"SALA",0
"CIO",1,0,6,"SALA",0
"LEI",2,0,6,"SALA",0
"VO",3,0,6,"SALA",0
"SA",4,0,6,"SALA",0
"VEN",5,0,6,"SALA",0
"TE",6,0,6,"SALA",0
"VE",1,0,7,"SALA",0
"FAC",2,0,7,"SALA",0
"LA",3,0,7,"SALA",0
"MAG",4,0,7,"SALA",0
"LÌ",5,0,7,"SALA",0
"LA",6,0,7,"SALA",0
"IO",1,0,8,"SALA",0
"LA",2,0,8,"SALA",0
"RUS",3,0,8,"SALA",0
"NI",4,0,8,"SALA",0
"MA",5,0,8,"SALA",0
"VA",6,0,8,"SALA",0
"SA",1,0,9,"SALA",0
"DO",2,0,9,"SALA",0
"SDRA",3,0,9,"SALA",0
"SA",4,0,9,"SALA",0
"LO",5,0,9,"SALA",0
"SO",6,0,9,"SALA",0
"SUL",1,0,10,"SALA",0
"MI",2,0,10,"SALA",0
"DRÀ",3,0,10,"SALA",0
"FA",4,0,10,"SALA",0
"NOT",5,0,10,"SALA",0
"NE",6,0,10,"SALA",0
"LEI",1,0,11,"SALA",0
"CI",2,0,11,"SALA",0
"A",3,0,11,"SALA",0
"GUAR",4,0,11,"SALA",0
"VA",5,0,11,"SALA",0
"PON",6,0,11,"SALA",0
"VA",1,0,12,"SALA",0
"MI",2,0,12,"SALA",0
"GIO",3,0,12,"SALA",0
"STA",4,0,12,"SALA",0
"DA",5,0,12,"SALA",0
"CHE",6,0,12,"SALA",0
