"SYLL","WP","TYPE","ORDER","TARGET","PRESENT"
"UN",1,0,1,"STATO",1
"VEN",2,0,1,"STATO",1
"VO",3,0,1,"STATO",1
"SEM",4,0,1,"STATO",1
"STA",5,0,1,"STATO",1
"TO",6,0,1,"STATO",1
"LA",1,0,2,"STATO",1
"CAF",2,0,2,"STATO",1
"CA",3,0,2,"STATO",1
"SUOI",4,0,2,"STATO",1
"VA",5,0,2,"STATO",1
"RA",6,0,2,"STATO",1
"VE",1,0,3,"STATO",1
"CE",2,0,3,"STATO",1
"MAR",3,0,3,"STATO",1
"SIA",4,0,3,"STATO",1
"FAI",5,0,3,"STATO",1
"VIN",6,0,3,"STATO",1
"DI",1,0,4,"STATO",1
"TE",2,0,4,"STATO",1
"IL",3,0,4,"STATO",1
"GLI",4,0,4,"STATO",1
"VA",5,0,4,"STATO",1
"TU",6,0,4,"STATO",1
"GIO",1,0,5,"STATO",1
"SCRI",2,0,5,"STATO",1
"SE",3,0,5,"STATO",1
"ZO",4,0,5,"STATO",1
"AT",5,0,5,"STATO",1
"DE",6,0,5,"STATO",1
"I",1,0,6,"STATO",1
"TI",2,0,6,"STATO",1
"TI",3,0,6,"STATO",1
"CA",4,0,6,"STATO",1
"CE",5,0,6,"STATO",1
"VA",6,0,6,"STATO",1
"AC",1,0,7,"STATO",1
"SE",2,0,7,"STATO",1
"RA",3,0,7,"STATO",1
"CIÒ",4,0,7,"STATO",1
"CA",5,0,7,"STATO",1
"DÒ",6,0,7,"STATO",1
"FOR",1,0,8,"STATO",1
"A",2,0,8,"STATO",1
"TAC",3,0,8,"STATO",1
"LA",4,0,8,"STATO",1
"RÒ",5,0,8,"STATO",1
"LA",6,0,8,"STATO",1
"BI",1,0,9,"STATO",1
"LÀ",2,0,9,"STATO",1
"È",3,0,9,"STATO",1
"DIA",4,0,9,"STATO",1
"FÈ",5,0,9,"STATO",1
"RUS",6,0,9,"STATO",1
"NON",1,0,10,"STATO",1
"IO",2,0,10,"STATO",1
"COL",3,0,10,"STATO",1
"STU",4,0,10,"STATO",1
"DA",5,0,10,"STATO",1
"CON",6,0,10,"STATO",1
"BE",1,0,11,"STATO",1
"GA",2,0,11,"STATO",1
"LO",3,0,11,"STATO",1
"DO",4,0,11,"STATO",1
"SE",5,0,11,"STATO",1
"TI",6,0,11,"STATO",1
"PRE",1,0,12,"STATO",1
"FA",2,0,12,"STATO",1
"SI",3,0,12,"STATO",1
"GNE",4,0,12,"STATO",1
"DE",5,0,12,"STATO",1
"VA",6,0,12,"STATO",1
