"SYLL","WP","TYPE","ORDER","TARGET","PRESENT"
"LA",1,0,1,"RISSA",1
"VI",2,0,1,"RISSA",1
"TA",3,0,1,"RISSA",1
"È",4,0,1,"RISSA",1
"A",5,0,1,"RISSA",1
"SPRA",6,0,1,"RISSA",1
"LA",1,0,2,"RISSA",1
"CO",2,0,2,"RISSA",1
"SA",3,0,2,"RISSA",1
"È",4,0,2,"RISSA",1
"DUB",5,0,2,"RISSA",1
"BIA",6,0,2,"RISSA",1
"LA",1,0,3,"RISSA",1
"RET",2,0,3,"RISSA",1
"TA",3,0,3,"RISSA",1
"È",4,0,3,"RISSA",1
"BAS",5,0,3,"RISSA",1
"SA",6,0,3,"RISSA",1
"LA",1,0,4,"RISSA",1
"TAS",2,0,4,"RISSA",1
"SA",3,0,4,"RISSA",1
"È",4,0,4,"RISSA",1
"AL",5,0,4,"RISSA",1
"TA",6,0,4,"RISSA",1
"IL",1,0,5,"RISSA",1
"TAS",2,0,5,"RISSA",1
"SO",3,0,5,"RISSA",1
"È",4,0,5,"RISSA",1
"PI",5,0,5,"RISSA",1
"GRO",6,0,5,"RISSA",1
"LA",1,0,6,"RISSA",1
"TAL",2,0,6,"RISSA",1
"PA",3,0,6,"RISSA",1
"È",4,0,6,"RISSA",1
"CIE",5,0,6,"RISSA",1
"CA",6,0,6,"RISSA",1
"IL",1,0,7,"RISSA",1
"RIC",2,0,7,"RISSA",1
"CIO",3,0,7,"RISSA",1
"È",4,0,7,"RISSA",1
"TON",5,0,7,"RISSA",1
"DO",6,0,7,"RISSA",1
"LA",1,0,8,"RISSA",1
"RIS",2,0,8,"RISSA",1
"SA",3,0,8,"RISSA",1
"È",4,0,8,"RISSA",1
"TO",5,0,8,"RISSA",1
"STA",6,0,8,"RISSA",1
"IL",1,0,9,"RISSA",1
"RIT",2,0,9,"RISSA",1
"MO",3,0,9,"RISSA",1
"È",4,0,9,"RISSA",1
"LE",5,0,9,"RISSA",1
"STO",6,0,9,"RISSA",1
"LA",1,0,10,"RISSA",1
"ROC",2,0,10,"RISSA",1
"CIA",3,0,10,"RISSA",1
"È",4,0,10,"RISSA",1
"SPOR",5,0,10,"RISSA",1
"CA",6,0,10,"RISSA",1
"IL",1,0,11,"RISSA",1
"FA",2,0,11,"RISSA",1
"LÒ",3,0,11,"RISSA",1
"È",4,0,11,"RISSA",1
"CAL",5,0,11,"RISSA",1
"DO",6,0,11,"RISSA",1
"LA",1,0,12,"RISSA",1
"NON",2,0,12,"RISSA",1
NA,3,0,12,"RISSA",1
"È",4,0,12,"RISSA",1
"VEC",5,0,12,"RISSA",1
"CHIA",6,0,12,"RISSA",1
